The original input was: 5 (0,3,200,3)(0,9,500,3)(0,20,500,3)(100,1,100,3)(100,100,500,3)
The (sorted) input is: 5 (0,3,200,3)(0,9,500,3)(0,20,500,3)(100,1,100,3)(100,100,500,3)

This detailed printout gives the state and remaining burst for each process

before cycle: 1482 running 2	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1483 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1484 blocked 1	 running 8	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1485 ready 0 	 running 7	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1486 ready 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1487 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1488 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1489 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1490 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1491 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1492 ready 0 	 blocked 3	 terminated 0 	 running 1	 terminated 0 
before cycle: 1493 running 2	 blocked 2	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1494 running 1	 blocked 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1495 blocked 3	 running 4	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1496 blocked 2	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1497 blocked 1	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1498 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1499 ready 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1500 running 2	 ready 0 	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1501 running 1	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1502 blocked 1	 running 3	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1503 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1504 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1505 running 3	 blocked 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1506 running 2	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1507 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1508 blocked 2	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1509 blocked 1	 running 8	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1510 ready 0 	 running 7	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1511 ready 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1512 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1513 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1514 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1515 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1516 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1517 running 3	 blocked 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1518 running 2	 blocked 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1519 running 1	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1520 blocked 1	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1521 ready 0 	 running 4	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1522 ready 0 	 running 3	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1523 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1524 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1525 running 3	 blocked 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1526 running 2	 blocked 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1527 running 1	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1528 blocked 1	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1529 ready 0 	 running 4	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1530 ready 0 	 running 3	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1531 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1532 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1533 running 1	 blocked 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1534 blocked 1	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1535 running 3	 blocked 1	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1536 running 2	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1537 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1538 blocked 1	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1539 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1540 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1541 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1542 ready 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1543 running 1	 ready 0 	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1544 blocked 1	 running 7	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1545 ready 0 	 running 6	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1546 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1547 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1548 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1549 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1550 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1551 running 3	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1552 running 2	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1553 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1554 blocked 1	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1555 ready 0 	 running 7	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1556 ready 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1557 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1558 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1559 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1560 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1561 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1562 running 2	 blocked 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1563 running 1	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1564 blocked 3	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1565 blocked 2	 running 1	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1566 blocked 1	 blocked 3	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1567 running 3	 blocked 2	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1568 running 2	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1569 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1570 blocked 2	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1571 blocked 1	 running 7	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1572 ready 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1573 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1574 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1575 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1576 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1577 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1578 running 2	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1579 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1580 blocked 3	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1581 blocked 2	 running 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1582 blocked 1	 blocked 2	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1583 running 3	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1584 running 2	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1585 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1586 blocked 2	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1587 blocked 1	 running 3	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1588 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1589 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1590 running 2	 blocked 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1591 running 1	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1592 blocked 2	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1593 blocked 1	 running 7	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1594 ready 0 	 running 6	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1595 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1596 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1597 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1598 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1599 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1600 running 3	 blocked 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1601 running 2	 blocked 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1602 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1603 blocked 3	 ready 0 	 terminated 0 	 running 1	 terminated 0 
before cycle: 1604 blocked 2	 running 6	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1605 blocked 1	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1606 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1607 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1608 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1609 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1610 ready 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1611 running 3	 blocked 1	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1612 running 2	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1613 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1614 blocked 3	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1615 blocked 2	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1616 blocked 1	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1617 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1618 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1619 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1620 ready 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1621 running 2	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1622 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1623 blocked 2	 running 8	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1624 blocked 1	 running 7	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1625 ready 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1626 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1627 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1628 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1629 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1630 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1631 ready 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1632 running 1	 blocked 1	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1633 blocked 2	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1634 blocked 1	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1635 ready 0 	 blocked 3	 terminated 0 	 running 1	 terminated 0 
before cycle: 1636 running 3	 blocked 2	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1637 running 2	 blocked 1	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1638 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1639 blocked 1	 running 9	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1640 ready 0 	 running 8	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1641 ready 0 	 running 7	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1642 ready 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1643 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1644 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1645 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1646 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1647 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1648 ready 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1649 running 3	 ready 0 	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1650 running 2	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1651 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1652 blocked 3	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1653 blocked 2	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1654 blocked 1	 blocked 1	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1655 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1656 blocked 2	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1657 blocked 1	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1658 running 3	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1659 running 2	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1660 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1661 blocked 2	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1662 blocked 1	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1663 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1664 ready 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1665 running 2	 ready 0 	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1666 running 1	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1667 blocked 2	 running 1	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1668 blocked 1	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1669 running 2	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1670 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1671 blocked 2	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1672 blocked 1	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1673 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1674 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1675 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1676 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1677 ready 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1678 running 2	 blocked 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1679 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1680 blocked 2	 running 7	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1681 blocked 1	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1682 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1683 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1684 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1685 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1686 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1687 ready 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1688 running 3	 blocked 1	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1689 running 2	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1690 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1691 blocked 2	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1692 blocked 1	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1693 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1694 ready 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1695 running 2	 ready 0 	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1696 running 1	 ready 0 	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1697 blocked 3	 running 8	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1698 blocked 2	 running 7	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1699 blocked 1	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1700 ready 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1701 ready 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1702 ready 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1703 ready 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1704 ready 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1705 ready 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1706 running 3	 blocked 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1707 running 2	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1708 running 1	 ready 0 	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1709 blocked 3	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1710 blocked 2	 blocked 3	 terminated 0 	 running 1	 terminated 0 
before cycle: 1711 blocked 1	 blocked 2	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1712 running 2	 blocked 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1713 running 1	 ready 0 	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1714 terminated 0 	 running 8	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1715 terminated 0 	 running 7	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1716 terminated 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1717 terminated 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1718 terminated 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1719 terminated 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1720 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1721 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1722 terminated 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1723 terminated 0 	 blocked 1	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1724 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1725 terminated 0 	 blocked 3	 terminated 0 	 running 1	 terminated 0 
before cycle: 1726 terminated 0 	 blocked 2	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1727 terminated 0 	 blocked 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1728 terminated 0 	 running 5	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1729 terminated 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1730 terminated 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1731 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1732 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1733 terminated 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1734 terminated 0 	 running 1	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1735 terminated 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1736 terminated 0 	 blocked 1	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1737 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1738 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1739 terminated 0 	 blocked 3	 terminated 0 	 running 1	 terminated 0 
before cycle: 1740 terminated 0 	 blocked 2	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1741 terminated 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1742 terminated 0 	 running 8	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1743 terminated 0 	 running 7	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1744 terminated 0 	 running 6	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1745 terminated 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1746 terminated 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1747 terminated 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1748 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1749 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1750 terminated 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1751 terminated 0 	 running 4	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1752 terminated 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1753 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1754 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1755 terminated 0 	 blocked 3	 terminated 0 	 running 1	 terminated 0 
before cycle: 1756 terminated 0 	 blocked 2	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1757 terminated 0 	 blocked 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1758 terminated 0 	 running 8	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1759 terminated 0 	 running 7	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1760 terminated 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1761 terminated 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1762 terminated 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1763 terminated 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1764 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1765 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1766 terminated 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1767 terminated 0 	 running 4	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1768 terminated 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1769 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1770 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1771 terminated 0 	 blocked 3	 terminated 0 	 running 1	 terminated 0 
before cycle: 1772 terminated 0 	 blocked 2	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1773 terminated 0 	 blocked 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1774 terminated 0 	 running 3	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1775 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1776 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1777 terminated 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1778 terminated 0 	 blocked 1	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1779 terminated 0 	 running 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1780 terminated 0 	 blocked 2	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1781 terminated 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1782 terminated 0 	 running 9	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1783 terminated 0 	 running 8	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1784 terminated 0 	 running 7	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1785 terminated 0 	 running 6	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1786 terminated 0 	 running 5	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1787 terminated 0 	 running 4	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1788 terminated 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1789 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1790 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1791 terminated 0 	 blocked 1	 terminated 0 	 running 1	 terminated 0 
before cycle: 1792 terminated 0 	 running 2	 terminated 0 	 blocked 3	 terminated 0 
before cycle: 1793 terminated 0 	 running 1	 terminated 0 	 blocked 2	 terminated 0 
before cycle: 1794 terminated 0 	 blocked 3	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1795 terminated 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
before cycle: 1796 terminated 0 	 blocked 1	 terminated 0 	 blocked 1	 terminated 0 
before cycle: 1797 terminated 0 	 running 3	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1798 terminated 0 	 running 2	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1799 terminated 0 	 running 1	 terminated 0 	 ready 0 	 terminated 0 
before cycle: 1800 terminated 0 	 blocked 2	 terminated 0 	 running 1	 terminated 0 
